dataset_row_id,published_at,title,description,url,text_excerpt,manual_applicable_bool,manual_primary_class,manual_additional_factors,manual_factor_set,manual_signal_label,manual_relevance,manual_pressure,manual_annotator_confidence,llm_pred_primary_class,llm_top_relevance,llm_top_sentiment_label,llm_top_pressure,llm_top_confidence,llm_top_evidence,llm_top_reason,llm_top_relevant_factors,supervised_pred_primary_class,review_priority,review_flags,needs_manual_review,review_decision,new_applicable,new_primary_factor,new_additional_factors,new_signal_label,new_relevance,new_pressure,review_notes
383,2025-06-03T18:14+03:00,"Нефть ускорила рост, Brent подорожала до $65,72 за баррель",Интерфакс: Подъем нефтяных котировок вечером во вторник усилился.,https://www.interfax.ru/business/1029361,"Нефть ускорила рост, Brent подорожала до $65,72 за баррель | Интерфакс: Подъем нефтяных котировок вечером во вторник усилился. | Москва. 3 июня. INTERFAX.RU - Подъем нефтяных котировок вечером во вторник усилился.",True,consumer_price_index,[],['consumer_price_index'],negative,0.45,0.2,0.66,industrial_production_index,0.3,positive,0.0,0.6,"Нефть ускорила рост, Brent подорожала",Рост цен на нефть влияет на промышленность,industrial_production_index:0.30,consumer_price_index,65,primary_factor_conflict,True,,,,,,,,
392,2025-06-11T14:10+03:00,"Мурашко сообщил, что ожирением в РФ страдают 480 тыс. школьников","Интерфакс: В России на сегодняшний день ожирением страдают 480 тыс. школьников, сообщил в среду министр здравоохранения РФ Михаил Мурашко.""Тревогу вызывает рост в 1,6 раза заболеваемости детей ожирением (данные за 2024 г. - рост заболеваемости ожирением к моменту окончания школы относительно заболеваемости среди учеников начальной школы - ИФ), который наряду с питанием связан с малоподвижным образом жизни и отсутствием интереса к занятию физкультурой и спортом у многих детей"", - сказал Мурашко в рамках правительственного часа в Госдуме.""По данным статистики, сегодня это 480 тысяч школьников"", - добавил он.",https://www.interfax.ru/russia/1030807,"Мурашко сообщил, что ожирением в РФ страдают 480 тыс. школьников | Интерфакс: В России на сегодняшний день ожирением страдают 480 тыс. школьников, сообщил в среду министр здравоохранения РФ Михаил Мурашко.""Тревогу вызывает рост в 1,6 раза заболеваемости детей ожирением (данные за 2024 г. - рост заболеваемости ожирением к моменту окончания школы относительно заболеваемости среди учеников начальной школы - ИФ), который наряду с питанием связан с малоподвижным образом жизни и отсутствием интереса к занятию физкультурой и спортом у многих детей"", - сказал Мурашко в рамках правительственного часа в Госдуме.""По данным статистики, сегодня это 480 тысяч школьников"", - добавил он. | Москва. 11 июня. INTERFAX.RU - В России на сегодняшний день ожирением страдают 480 тыс. школьников, сообщил в среду министр здравоохранения РФ Михаил Мурашко.",True,life_expectancy,[],['life_expectancy'],negative,0.85,0.7,0.88,mortality_rate,0.6,negative,0.5,0.8,рост заболеваемости детей ожирением,Рост заболеваемости ожирением вызывает тревогу.,mortality_rate:0.60,life_expectancy,65,primary_factor_conflict,True,,,,,,,,
393,2025-08-07T13:54+03:00,"""Уральские авиалинии"" в I полугодии увеличили чистую прибыль по РСБУ в 1,8 раза","Интерфакс: ОАО ""Уральские авиалинии"" в январе-июне 2025 года получило чистую прибыль по РСБУ в размере 14,3 млрд рублей, что в 1,8 раза больше, чем за аналогичный период прошлого года, говорится в отчете компании.",https://www.interfax.ru/business/1040103,"""Уральские авиалинии"" в I полугодии увеличили чистую прибыль по РСБУ в 1,8 раза | Интерфакс: ОАО ""Уральские авиалинии"" в январе-июне 2025 года получило чистую прибыль по РСБУ в размере 14,3 млрд рублей, что в 1,8 раза больше, чем за аналогичный период прошлого года, говорится в отчете компании. | Москва. 7 августа. INTERFAX.RU - ОАО ""Уральские авиалинии"" в январе-июне 2025 года получило чистую прибыль по РСБУ в размере 14,3 млрд рублей, что в 1,8 раза больше, чем за аналогичный период прошлого года, говорится в отчете компании.",True,enterprises_count,[],['enterprises_count'],positive,0.65,0.05,0.78,industrial_production_index,0.6,positive,0.0,0.7,"увеличили чистую прибыль в 1,8 раза",Значительный рост чистой прибыли авиакомпании.,industrial_production_index:0.60,enterprises_count,65,primary_factor_conflict,True,,,,,,,,
395,2025-06-07T14:40+03:00,Лула да Силва предложил использовать возможности ООН в украинском урегулировании,"Интерфакс: Президент Бразилии Луис Инасиу Лула да Силва выразил готовность помогать в поисках решения украинского конфликта, сообщает в субботу агентство EFE.",https://www.interfax.ru/world/1030201,"Лула да Силва предложил использовать возможности ООН в украинском урегулировании | Интерфакс: Президент Бразилии Луис Инасиу Лула да Силва выразил готовность помогать в поисках решения украинского конфликта, сообщает в субботу агентство EFE. | Москва. 7 июня. INTERFAX.RU - Президент Бразилии Луис Инасиу Лула да Силва выразил готовность помогать в поисках решения украинского конфликта, сообщает в субботу агентство EFE.",True,crime_count,[],['crime_count'],positive,0.4,0.05,0.64,international_inflow,0.3,positive,0.0,0.6,выразил готовность помогать в поиске решения,Предложение о помощи в урегулировании конфликта.,international_inflow:0.30,not_relevant,65,primary_factor_conflict,True,,,,,,,,
418,2025-10-10T10:18+03:00,В США ставки по ипотеке находятся на минимуме за год,"Интерфакс: Ставки долгосрочных ипотечных кредитов в США снизились на прошлой неделе и находятся на самых низких отметках за последний год, сообщает государственная ипотечная корпорация Freddie Mac.",https://www.interfax.ru/business/1051929,"В США ставки по ипотеке находятся на минимуме за год | Интерфакс: Ставки долгосрочных ипотечных кредитов в США снизились на прошлой неделе и находятся на самых низких отметках за последний год, сообщает государственная ипотечная корпорация Freddie Mac. | Москва. 10 октября. INTERFAX.RU - Ставки долгосрочных ипотечных кредитов в США снизились на прошлой неделе и находятся на самых низких отметках за последний год, сообщает государственная ипотечная корпорация Freddie Mac.",True,housing_area_per_capita,['primary_housing_price_index'],"['housing_area_per_capita', 'primary_housing_price_index']",positive,0.7,0.05,0.8,consumer_price_index,0.3,negative,0.4,0.7,Ставки долгосрочных ипотечных кредитов в США снизились,Снижение ставок влияет на стоимость жилья,consumer_price_index:0.30,not_relevant,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
429,2025-10-23T12:01+03:00,Renault увеличил квартальную выручку чуть хуже прогноза,"Интерфакс: Французский автомобилестроительный концерн Renault SA в третьем квартале 2025 года увеличил выручку на 6,8% в годовом выражении.",https://www.interfax.ru/business/1054255,"Renault увеличил квартальную выручку чуть хуже прогноза | Интерфакс: Французский автомобилестроительный концерн Renault SA в третьем квартале 2025 года увеличил выручку на 6,8% в годовом выражении. | Москва. 23 октября. INTERFAX.RU - Французский автомобилестроительный концерн Renault SA в третьем квартале 2025 года увеличил выручку на 6,8% в годовом выражении.",True,enterprises_count,[],['enterprises_count'],positive,0.65,0.05,0.78,industrial_production_index,0.6,positive,0.3,0.8,"увеличила выручку на 6,8% в годовом выражении",Рост выручки отражает экономическую активность.,industrial_production_index:0.60,enterprises_count,65,primary_factor_conflict,True,,,,,,,,
453,2026-02-01T08:27+03:00,Три человека погибли и один пострадал при пожаре на базе отдыха в Хакасии,"Интерфакс: Пожар в урочище ""Бабик"" Бейского района Хакасии стал причиной гибели троих мужчин, еще один человек пострадал, сообщает пресс-служба республиканского главка МЧС РФ в воскресенье.",https://www.interfax.ru/russia/1070487,"Три человека погибли и один пострадал при пожаре на базе отдыха в Хакасии | Интерфакс: Пожар в урочище ""Бабик"" Бейского района Хакасии стал причиной гибели троих мужчин, еще один человек пострадал, сообщает пресс-служба республиканского главка МЧС РФ в воскресенье. | Москва. 1 февраля. INTERFAX.RU - Пожар в урочище ""Бабик"" Бейского района Хакасии стал причиной гибели троих мужчин, еще один человек пострадал, сообщает пресс-служба республиканского главка МЧС РФ в воскресенье.",True,mortality_rate,['life_expectancy'],"['mortality_rate', 'life_expectancy']",negative,0.85,0.8,0.88,crime_count,0.6,negative,0.5,0.8,Три человека погибли и один пострадал при пожаре,Смерти и травмы в результате пожара,crime_count:0.60,mortality_rate,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
460,2025-09-30T13:35+03:00,"Microsoft оштрафован на 3,5 млн рублей за нарушение законодательства России","Интерфакс: Таганский суд Москвы признал компанию Microsoft виновной в нарушении законодательства РФ, сообщили во вторник в пресс-службе суда.""Постановлением судьи Microsoft назначено административное наказание в виде штрафа в размере 3,5 млн рублей"", - сообщили в пресс-службе.",https://www.interfax.ru/russia/1050039,"Microsoft оштрафован на 3,5 млн рублей за нарушение законодательства России | Интерфакс: Таганский суд Москвы признал компанию Microsoft виновной в нарушении законодательства РФ, сообщили во вторник в пресс-службе суда.""Постановлением судьи Microsoft назначено административное наказание в виде штрафа в размере 3,5 млн рублей"", - сообщили в пресс-службе. | Москва. 30 сентября. INTERFAX.RU - Таганский суд Москвы признал компанию Microsoft виновной в нарушении законодательства РФ, сообщили во вторник в пресс-службе суда.",True,crime_count,[],['crime_count'],negative,0.65,0.55,0.78,enterprises_count,0.3,negative,0.0,0.7,"Microsoft оштрафован на 3,5 млн рублей",Административное наказание для компании.,enterprises_count:0.30,crime_count,65,primary_factor_conflict,True,,,,,,,,
461,2025-04-28T10:51+03:00,В Брянской области в результате атаки БПЛА сгорели жилой дом и семь машин,"Интерфакс: Губернатор Брянской области Александр Богомаз сообщил об ущербе, вызванной ночной массированной атакой беспилотников в регионе, есть разрушения.""В результате (...) атаки сгорели один жилой дом и надворная постройка.",https://www.interfax.ru/russia/1023068,"В Брянской области в результате атаки БПЛА сгорели жилой дом и семь машин | Интерфакс: Губернатор Брянской области Александр Богомаз сообщил об ущербе, вызванной ночной массированной атакой беспилотников в регионе, есть разрушения.""В результате (...) атаки сгорели один жилой дом и надворная постройка. | Москва. 28 апреля. INTERFAX.RU - Губернатор Брянской области Александр Богомаз сообщил об ущербе, вызванной ночной массированной атакой беспилотников в регионе, есть разрушения.",True,crime_count,['housing_area_per_capita'],"['crime_count', 'housing_area_per_capita']",negative,0.85,0.8,0.88,air_pollution,0.6,negative,0.5,0.8,Пожары в жилых домах и повреждение объектов энергоснабжения.,Пожары и повреждения инфраструктуры вызывают экологические риски.,air_pollution:0.60,housing_area_per_capita,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
464,2025-12-22T17:55+03:00,"РФ за 11 месяцев увеличила импорт рыбы из Чили на 40%, до $327 млн","Интерфакс: РФ за 11 месяцев этого года импортировала из Чили рыбы на $327 млн, что на 40% больше, чем годом ранее.",https://www.interfax.ru/business/1064548,"РФ за 11 месяцев увеличила импорт рыбы из Чили на 40%, до $327 млн | Интерфакс: РФ за 11 месяцев этого года импортировала из Чили рыбы на $327 млн, что на 40% больше, чем годом ранее. | Москва. 22 декабря. INTERFAX.RU - РФ за 11 месяцев этого года импортировала из Чили рыбы на $327 млн, что на 40% больше, чем годом ранее. В натуральном выражении закупки выросли на 30%, до 60 тыс. тонн, сообщает аналитический центр Рыбного союза на основе данных чилийской таможенной службы.",True,industrial_production_index,[],['industrial_production_index'],positive,0.65,0.05,0.78,consumer_price_index,0.6,positive,0.5,0.8,"Импорт рыбы увеличился на 40%, стоимость поставок выросла на 5%.",Рост импорта и стоимости рыбы влияет на потребительские цены.,consumer_price_index:0.60,industrial_production_index,65,primary_factor_conflict,True,,,,,,,,
465,2025-08-21T13:41+03:00,Нефтегазовая Sinopec в I полугодии сократила чистую прибыль на 36%,"Интерфакс: China Petroleum &amp; Chemical Corp. (Sinopec) в первом полугодии сократила чистую прибыль на 36% относительно того же периода прошлого года - до 23,75 млрд юаней ($3,3 млрд), сообщается в отчетности.",https://www.interfax.ru/world/1043310,"Нефтегазовая Sinopec в I полугодии сократила чистую прибыль на 36% | Интерфакс: China Petroleum &amp; Chemical Corp. (Sinopec) в первом полугодии сократила чистую прибыль на 36% относительно того же периода прошлого года - до 23,75 млрд юаней ($3,3 млрд), сообщается в отчетности. | Москва. 21 августа. INTERFAX.RU - China Petroleum & Chemical Corp. (Sinopec) в первом полугодии сократила чистую прибыль на 36% относительно того же периода прошлого года - до 23,75 млрд юаней ($3,3 млрд), сообщается в отчетности.",True,enterprises_count,[],['enterprises_count'],negative,0.7,0.45,0.8,industrial_production_index,0.6,negative,0.5,0.8,Чистая прибыль Sinopec сократилась на 36% из-за снижения цен.,Сокращение прибыли отражает снижение промышленной активности.,industrial_production_index:0.60,enterprises_count,65,primary_factor_conflict,True,,,,,,,,
478,2025-06-10T13:27+03:00,"""Аэрофлот"" при открытии аэропортов юга мог бы перевезти в 2025 г. около 60 млн человек","Интерфакс: Группа ""Аэрофлот"" в случае открытия аэропортов на юге РФ могла бы перевезти в 2025 году порядка 60 млн пассажиров, заявил гендиректор компании Сергей Александровский в интервью ""России 24"" (ВГТРК).""Если вы помните, в 2019 году, который сильно отличался от текущей ситуации с точки зрения доступности рынка, парка и так далее, группа ""Аэрофлот"" перевезла 60,3 млн пассажиров.",https://www.interfax.ru/russia/1030552,"""Аэрофлот"" при открытии аэропортов юга мог бы перевезти в 2025 г. около 60 млн человек | Интерфакс: Группа ""Аэрофлот"" в случае открытия аэропортов на юге РФ могла бы перевезти в 2025 году порядка 60 млн пассажиров, заявил гендиректор компании Сергей Александровский в интервью ""России 24"" (ВГТРК).""Если вы помните, в 2019 году, который сильно отличался от текущей ситуации с точки зрения доступности рынка, парка и так далее, группа ""Аэрофлот"" перевезла 60,3 млн пассажиров. | Москва. 10 июня. INTERFAX.RU - Группа ""Аэрофлот"" в случае открытия аэропортов на юге РФ могла бы перевезти в 2025 году порядка 60 млн пассажиров, заявил гендиректор компании Сергей Александровский в интервью ""России 24"" (ВГТРК).",True,enterprises_count,[],['enterprises_count'],positive,0.65,0.05,0.78,international_inflow,0.6,positive,0.3,0.8,мог бы перевезти в 2025 г. около 60 млн человек,Потенциал пассажиропотока связан с миграцией.,international_inflow:0.60,enterprises_count,65,primary_factor_conflict,True,,,,,,,,
479,2025-05-20T11:01+03:00,"Россияне в 2024 г. подали 606 тыс. заявлений на шенгенские визы, доля отказов - 7,5%","Интерфакс: Российские туристы в 2024 году подали 606,6 тыс. заявлений на оформление шенгенских виз, а получили 541,8 тыс., доля отказов снизилась по сравнению с 2023 годом и составила 7,5%, следует из статистики Еврокомиссии.",https://www.interfax.ru/russia/1026545,"Россияне в 2024 г. подали 606 тыс. заявлений на шенгенские визы, доля отказов - 7,5% | Интерфакс: Российские туристы в 2024 году подали 606,6 тыс. заявлений на оформление шенгенских виз, а получили 541,8 тыс., доля отказов снизилась по сравнению с 2023 годом и составила 7,5%, следует из статистики Еврокомиссии. | Москва. 20 мая. INTERFAX.RU - Российские туристы в 2024 году подали 606,6 тыс. заявлений на оформление шенгенских виз, а получили 541,8 тыс., доля отказов снизилась по сравнению с 2023 годом и составила 7,5%, следует из статистики Еврокомиссии.",True,international_outflow,[],['international_outflow'],neutral,0.45,0.05,0.72,international_inflow,0.6,positive,0.2,0.8,подали 606 тыс. заявлений на шенгенские визы,Рост заявок на визы отражает туристический поток.,international_inflow:0.60,industrial_production_index,65,rare_primary_class;primary_factor_conflict,True,,,,,,,,
497,2025-06-05T15:58+03:00,В США в I квартале производительность труда упала сильнее прогноза,"Интерфакс: В США в I квартале 2025 года производительность труда снизилась на 1,5% относительно предыдущих трех месяцев, в то время как стоимость рабочей силы увеличилась на 6,6%, по окончательным данным Минтруда страны.",https://www.interfax.ru/business/1029805,"В США в I квартале производительность труда упала сильнее прогноза | Интерфакс: В США в I квартале 2025 года производительность труда снизилась на 1,5% относительно предыдущих трех месяцев, в то время как стоимость рабочей силы увеличилась на 6,6%, по окончательным данным Минтруда страны. | Москва. 5 июня. INTERFAX.RU - В США в I квартале 2025 года производительность труда снизилась на 1,5% относительно предыдущих трех месяцев, в то время как стоимость рабочей силы увеличилась на 6,6%, по окончательным данным Минтруда страны.",True,industrial_production_index,[],['industrial_production_index'],negative,0.7,0.45,0.8,consumer_price_index,0.3,negative,0.3,0.7,"стоимость рабочей силы увеличилась на 6,6%",Рост стоимости рабочей силы влияет на цены,consumer_price_index:0.30; unemployment_rate:0.30,industrial_production_index,65,primary_factor_conflict,True,,,,,,,,
502,2025-03-11T21:01+03:00,Белый дом назвал продуктивными переговоры США и Украины в Саудовской Аравии,"Интерфакс: - Встреча представителей США и Украины в Саудовской Аравии проходит продуктивно и позитивно, заявила во вторник представитель Белого дома Кэролайн Левитт.""Новости, которые мы получаем об этой встрече в течение дня и о которых доложили президенту, положительные.",https://www.interfax.ru/world/1013116,"Белый дом назвал продуктивными переговоры США и Украины в Саудовской Аравии | Интерфакс: - Встреча представителей США и Украины в Саудовской Аравии проходит продуктивно и позитивно, заявила во вторник представитель Белого дома Кэролайн Левитт.""Новости, которые мы получаем об этой встрече в течение дня и о которых доложили президенту, положительные. | Москва. 11 марта. INTERFAX.RU -- Встреча представителей США и Украины в Саудовской Аравии проходит продуктивно и позитивно, заявила во вторник представитель Белого дома Кэролайн Левитт.",True,crime_count,[],['crime_count'],positive,0.75,0.1,0.84,international_inflow,0.3,positive,0.2,0.7,Продуктивные переговоры США и Украины,Позитивные переговоры могут влиять на международные отношения.,international_inflow:0.30,not_relevant,65,primary_factor_conflict,True,,,,,,,,
507,2025-04-01T11:21+03:00,Чистая прибыль S7 в 2024 году упала на 34% при небольшом росте выручки и сокращении затрат,"Интерфакс: Чистая прибыль АО ""Авиакомпания ""Сибирь"" (летает под брендом S7) в 2024 году сократилась на 33,5% в сравнении с показателем 2023 года, составив 14 млрд руб., сказано в отчетности компании по РСБУ.",https://www.interfax.ru/business/1017623,"Чистая прибыль S7 в 2024 году упала на 34% при небольшом росте выручки и сокращении затрат | Интерфакс: Чистая прибыль АО ""Авиакомпания ""Сибирь"" (летает под брендом S7) в 2024 году сократилась на 33,5% в сравнении с показателем 2023 года, составив 14 млрд руб., сказано в отчетности компании по РСБУ. | Москва. 1 апреля. INTERFAX.RU - Чистая прибыль АО ""Авиакомпания ""Сибирь"" (летает под брендом S7) в 2024 году сократилась на 33,5% в сравнении с показателем 2023 года, составив 14 млрд руб., сказано в отчетности компании по РСБУ.",True,enterprises_count,[],['enterprises_count'],negative,0.7,0.45,0.8,industrial_production_index,0.6,negative,0.5,0.8,Чистая прибыль S7 упала на 34%,Снижение прибыли отражает экономическое давление,industrial_production_index:0.60,enterprises_count,65,primary_factor_conflict,True,,,,,,,,
517,2025-04-24T14:07+03:00,Президент заявил о сложной ситуации в жилищном строительстве в РФ,"Интерфакс: Президент России Владимир Путин заявил о сложной ситуации в жилищном строительстве в РФ и необходимости особого внимания к этой сфере.""Мы с вами договаривались держать на особом контроле ситуацию в жилищном строительстве и по ряду других направлений тоже уделять необходимое внимание.",https://www.interfax.ru/russia/1022542,"Президент заявил о сложной ситуации в жилищном строительстве в РФ | Интерфакс: Президент России Владимир Путин заявил о сложной ситуации в жилищном строительстве в РФ и необходимости особого внимания к этой сфере.""Мы с вами договаривались держать на особом контроле ситуацию в жилищном строительстве и по ряду других направлений тоже уделять необходимое внимание. | Москва. 24 апреля. INTERFAX.RU - Президент России Владимир Путин заявил о сложной ситуации в жилищном строительстве в РФ и необходимости особого внимания к этой сфере.",True,housing_area_per_capita,['primary_housing_price_index'],"['housing_area_per_capita', 'primary_housing_price_index']",negative,0.65,0.55,0.78,industrial_production_index,0.6,negative,0.5,0.8,темпы стройки прямо влияют на запуске смежных отраслей,Запуск строительства влияет на производство стройматериалов.,industrial_production_index:0.60,not_relevant,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
528,2026-01-28T07:46+03:00,Нефтепродукты загорелись в Воронежской области после атаки беспилотников,"Интерфакс: Губернатор Воронежской области Александр Гусев сообщил о возгорании нефтепродуктов на территории региона из-за атаки беспилотников.""При падении подавленных БПЛА возникло возгорание нефтепродуктов, к настоящему моменту оно уже потушено"", - написал Гусев в своем телеграм-канале.",https://www.interfax.ru/russia/1069813,"Нефтепродукты загорелись в Воронежской области после атаки беспилотников | Интерфакс: Губернатор Воронежской области Александр Гусев сообщил о возгорании нефтепродуктов на территории региона из-за атаки беспилотников.""При падении подавленных БПЛА возникло возгорание нефтепродуктов, к настоящему моменту оно уже потушено"", - написал Гусев в своем телеграм-канале. | Москва. 28 января. INTERFAX.RU - Губернатор Воронежской области Александр Гусев сообщил о возгорании нефтепродуктов на территории региона из-за атаки беспилотников.",True,air_pollution,['crime_count'],"['air_pollution', 'crime_count']",negative,0.65,0.55,0.78,industrial_production_index,0.3,negative,0.5,0.7,Нефтепродукты загорелись после атаки беспилотников,Возгорание нефтепродуктов из-за атаки,industrial_production_index:0.30,crime_count,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
531,2025-05-27T11:00+03:00,"Чистая прибыль Калужского завода ""Кристалл"" в I квартале выросла на 37%","Интерфакс: Выручка Калужского ликеро-водочного завода ""Кристалл"" (""КЛВЗ Кристалл"" - основная операционная компания ПАО ""АГ Кристалл"" - ПАО ""АГК"") в первом квартале составила 621 млн рублей, что на 17,5% меньше, чем годом ранее, сообщает компания.",https://www.interfax.ru/business/1027945,"Чистая прибыль Калужского завода ""Кристалл"" в I квартале выросла на 37% | Интерфакс: Выручка Калужского ликеро-водочного завода ""Кристалл"" (""КЛВЗ Кристалл"" - основная операционная компания ПАО ""АГ Кристалл"" - ПАО ""АГК"") в первом квартале составила 621 млн рублей, что на 17,5% меньше, чем годом ранее, сообщает компания. | Москва. 27 мая. INTERFAX.RU - Выручка Калужского ликеро-водочного завода ""Кристалл"" (""КЛВЗ Кристалл"" - основная операционная компания ПАО ""АГ Кристалл"" - ПАО ""АГК"") в первом квартале составила 621 млн рублей, что на 17,5% меньше, чем годом ранее, сообщает компания.",True,enterprises_count,[],['enterprises_count'],positive,0.65,0.05,0.78,industrial_production_index,0.6,negative,0.5,0.8,"Выручка Калужского ликеро-водочного завода ""Кристалл"" ... на 17,5% меньше",Снижение выручки отражает спад в производстве.,industrial_production_index:0.60,enterprises_count,65,primary_factor_conflict,True,,,,,,,,
548,2026-01-04T10:03+03:00,Белгородская область получила 400 млн рублей для пострадавшего от ВСУ бизнеса,"Интерфакс: Белгородская область получила от правительства России 400 млн рублей на возмещение ущерба коммерческим предприятиям, потерявшим транспорт и товарно-материальные ценности в результате атак ВСУ, сообщил губернатор Вячеслав Гладков.""В конце декабря, точнее, 31 декабря уже ушедшего 2025 года получили от Правительства Российской Федерации 400 миллионов рублей.",https://www.interfax.ru/business/1066291,"Белгородская область получила 400 млн рублей для пострадавшего от ВСУ бизнеса | Интерфакс: Белгородская область получила от правительства России 400 млн рублей на возмещение ущерба коммерческим предприятиям, потерявшим транспорт и товарно-материальные ценности в результате атак ВСУ, сообщил губернатор Вячеслав Гладков.""В конце декабря, точнее, 31 декабря уже ушедшего 2025 года получили от Правительства Российской Федерации 400 миллионов рублей. | Москва. 4 января. INTERFAX.RU - Белгородская область получила от правительства России 400 млн рублей на возмещение ущерба коммерческим предприятиям, потерявшим транспорт и товарно-материальные ценности в результате атак ВСУ, сообщил губернатор Вячеслав Гладков.",True,enterprises_count,['crime_count'],"['enterprises_count', 'crime_count']",positive,0.65,0.05,0.78,industrial_production_index,0.6,negative,0.7,0.8,Белгородская область получила средства на возмещение ущерба,Ущерб нанесен предприятиям в результате атак ВСУ.,industrial_production_index:0.60; enterprises_count:0.30,crime_count,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
573,2025-06-24T03:27+03:00,Глава Роспотребнадзора рассказала про зарубежный интерес к противоэпидемическим разработкам РФ,"Интерфакс: Многие страны проявляют интерес к российским алгоритмам, методикам и технологиям в области противоэпидемической работы, заявила в интервью ""Интерфаксу"" глава Роспотребнадзора Анна Попова.""Многие страны проявляют огромный интерес к нашим разработкам: алгоритмам, методикам, технологиям в области противоэпидемической работы.",https://www.interfax.ru/russia/1032824,"Глава Роспотребнадзора рассказала про зарубежный интерес к противоэпидемическим разработкам РФ | Интерфакс: Многие страны проявляют интерес к российским алгоритмам, методикам и технологиям в области противоэпидемической работы, заявила в интервью ""Интерфаксу"" глава Роспотребнадзора Анна Попова.""Многие страны проявляют огромный интерес к нашим разработкам: алгоритмам, методикам, технологиям в области противоэпидемической работы. | Москва. 24 июня. INTERFAX.RU - Многие страны проявляют интерес к российским алгоритмам, методикам и технологиям в области противоэпидемической работы, заявила в интервью ""Интерфаксу"" глава Роспотребнадзора Анна Попова.",True,life_expectancy,['qualified_doctors'],"['life_expectancy', 'qualified_doctors']",positive,0.75,0.1,0.84,international_inflow,0.6,positive,0.3,0.8,Многие страны проявляют интерес к российским разработкам,Международный интерес к российским разработкам,international_inflow:0.60,life_expectancy,65,has_additional_factors;primary_factor_conflict,True,,,,,,,,
592,2025-06-19T15:11+03:00,Прямые иностранные инвестиции в мире упали на 11% в 2024 году,"Интерфакс: Прямые иностранные инвестиции (ПИИ, FDI) в мире в 2024 году упали на 11% и составили $1,493 трлн по сравнению с $1,673 трлн годом ранее.",https://www.interfax.ru/world/1032095,"Прямые иностранные инвестиции в мире упали на 11% в 2024 году | Интерфакс: Прямые иностранные инвестиции (ПИИ, FDI) в мире в 2024 году упали на 11% и составили $1,493 трлн по сравнению с $1,673 трлн годом ранее. | Москва. 19 июня. INTERFAX.RU - Прямые иностранные инвестиции (ПИИ, FDI) в мире в 2024 году упали на 11% и составили $1,493 трлн по сравнению с $1,673 трлн годом ранее. Об этом сообщается в обзоре Конференции ООН по торговле и развитию (ЮНКТАД).",True,enterprises_count,[],['enterprises_count'],negative,0.7,0.45,0.8,international_inflow,0.6,negative,0.5,0.8,ПИИ в мире упали на 11% в 2024 году,Падение ПИИ отражает глобальную экономическую неопределенность.,international_inflow:0.60,industrial_production_index,65,primary_factor_conflict,True,,,,,,,,
622,2025-06-02T18:12+03:00,Главы МИД РФ и Венгрии обсудили двустороннюю повестку,"Интерфакс: Министр иностранных дел России Сергей Лавров провел телефонный разговор с венгерским коллегой Петером Сийярто, сообщает МИД РФ.""Главы внешнеполитических ведомств обсудили отдельные аспекты двусторонней повестки, высказав высокую оценку взаимодействия в энергетической сфере"", - говорится в сообщении, опубликованном в понедельник на сайте российского внешнеполитического ведомства.",https://www.interfax.ru/russia/1029154,"Главы МИД РФ и Венгрии обсудили двустороннюю повестку | Интерфакс: Министр иностранных дел России Сергей Лавров провел телефонный разговор с венгерским коллегой Петером Сийярто, сообщает МИД РФ.""Главы внешнеполитических ведомств обсудили отдельные аспекты двусторонней повестки, высказав высокую оценку взаимодействия в энергетической сфере"", - говорится в сообщении, опубликованном в понедельник на сайте российского внешнеполитического ведомства. | Москва. 2 июня. INTERFAX.RU - Министр иностранных дел России Сергей Лавров провел телефонный разговор с венгерским коллегой Петером Сийярто, сообщает МИД РФ.",True,industrial_production_index,[],['industrial_production_index'],positive,0.45,0.05,0.7,international_inflow,0.3,positive,0.1,0.7,Главы МИД обсудили взаимодействие в энергетической сфере,Обсуждение взаимодействия может влиять на потоки,international_inflow:0.30,not_relevant,65,primary_factor_conflict,True,,,,,,,,
